Date,Ayrshire and Arran,Borders,Dumfries and Galloway,Fife,Forth Valley,Grampian,Greater Glasgow and Clyde,Highland,Lanarkshire,Lothian,Orkney,Shetland,Tayside,Western Isles,The Golden Jubilee National Hospital
2021-03-18,*,*,*,*,7,*,12,*,*,*,*,*,*,*,*
2021-03-19,*,*,*,*,6,*,10,*,*,5,*,*,*,*,*
2021-03-20,*,*,*,*,5,*,9,*,*,5,*,*,*,*,*
2021-03-21,*,*,*,*,5,*,9,*,*,*,*,*,*,*,*
2021-03-22,*,*,*,*,5,*,9,*,*,*,*,*,*,*,*
2021-03-23,*,*,*,*,5,*,8,*,*,*,*,*,*,*,*
2021-03-24,*,*,*,*,5,*,8,*,*,*,*,*,*,*,*
2021-03-25,*,*,*,*,5,*,8,*,*,*,*,*,*,*,*
2021-03-26,*,*,*,*,6,*,6,*,*,5,*,*,*,*,*
2021-03-27,*,*,*,*,6,*,6,*,*,5,*,*,*,*,*
2021-03-28,*,*,*,*,6,*,*,*,*,5,*,*,*,*,*
2021-03-29,*,*,*,*,*,*,*,*,*,5,*,*,*,*,*
2021-03-30,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-03-31,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-04-01,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-04-02,*,*,*,*,*,*,5,*,*,*,*,*,*,*,*
2021-04-03,*,*,*,*,*,*,5,*,*,*,*,*,*,*,*
2021-04-04,*,*,*,*,*,*,5,*,*,*,*,*,*,*,*
2021-04-05,*,*,*,*,*,*,5,*,*,*,*,*,*,*,*
2021-04-06,*,*,*,*,*,*,6,*,*,*,*,*,*,*,*
2021-04-07,*,*,*,*,*,*,8,*,*,*,*,*,*,*,*
2021-04-08,*,*,*,*,*,*,8,*,*,*,*,*,*,*,*
2021-04-09,*,*,*,*,*,*,7,*,*,*,*,*,*,*,*
2021-04-10,*,*,*,*,*,*,7,*,*,*,*,*,*,*,*
2021-04-11,*,*,*,*,*,*,7,*,*,*,*,*,*,*,*
2021-04-12,*,*,*,*,*,*,7,*,*,*,*,*,*,*,*
2021-04-13,*,*,*,*,*,*,6,*,*,*,*,*,*,*,*
2021-04-14,*,*,*,*,*,*,6,*,*,*,*,*,*,*,*
2021-04-15,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-04-16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-04-17,*,*,*,*,*,*,5,*,*,*,*,*,*,*,*
2021-04-18,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-04-19,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-04-20,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-04-21,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-04-22,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-04-23,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-04-24,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-04-25,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-04-26,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-04-27,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-04-28,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-04-29,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-04-30,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-01,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-02,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-03,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-04,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-05,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-06,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-07,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-08,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-09,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-11,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-12,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-13,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-14,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-15,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-17,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-18,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-19,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-20,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-21,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-22,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-23,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-24,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-25,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021-05-26,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
